custody_agency,date_of_release,sex,age,race_ethnicity,zip
PDP,7/15/2015 0:00,Male,46,Black,19147
,,,,,
State,6/8/2015 0:00,Male,50,White,19124
,,,,,
PDP,7/31/2015 0:00,Male,51,Black,19107
,,,,,
PDP,3/9/2015 0:00,Male,44,Black,19132
,,,,,
State,8/6/2015 0:00,Male,44,Black,19120
,,,,,
PDP,2/13/2015 0:00,Male,45,Black,19143
,,,,,
PDP,9/4/2015 0:00,Female,47,Black,19104
,,,,,
PDP,6/14/2015 0:00,Male,49,Black,
,,,,,
PDP,6/3/2015 0:00,Male,44,Hispanic,19132
,,,,,
PDP,7/23/2015 0:00,Female,42,Black,19126
,,,,,
PDP,10/30/2015 0:00,Male,44,Black,19139
,,,,,
PDP,8/16/2015 0:00,Male,51,Asian,19147
,,,,,
PDP,5/9/2015 0:00,Male,45,White,19125
,,,,,
PDP,3/13/2015 0:00,Female,41,Black,19151
,,,,,
PDP,2/9/2015 0:00,Male,57,Black,19143
,,,,,
PDP,11/23/2015 0:00,Male,47,White,
,,,,,
PDP,2/17/2015 0:00,Male,44,Hispanic,
,,,,,
State,2/10/2015 0:00,Male,45,White,19135
,,,,,
PDP,10/28/2015 0:00,Male,44,White,
,,,,,
PDP,1/16/2015 0:00,Male,44,Hispanic,19124
,,,,,
PDP,2/19/2015 0:00,Male,44,Hispanic,19133
,,,,,
State,6/4/2015 0:00,Male,45,Black,19132
,,,,,
PDP,7/1/2015 0:00,Male,51,Black,19133
,,,,,
PDP,5/28/2015 0:00,Male,44,Black,
,,,,,
PDP,10/6/2015 0:00,Male,56,Black,
,,,,,
PDP,3/13/2015 0:00,Male,48,Black,19145
,,,,,
PDP,4/1/2015 0:00,Male,43,White,19127
,,,,,
State,1/5/2015 0:00,Female,43,White,19129
,,,,,
PDP,3/9/2015 0:00,Female,44,Black,
,,,,,
PDP,2/16/2015 0:00,Male,44,White,
,,,,,
PDP,12/18/2015 0:00,Male,44,Black,19104
,,,,,
PDP,1/2/2015 0:00,Male,47,Black,
,,,,,
PDP,4/28/2015 0:00,Male,43,Black,19121
,,,,,
PDP,4/1/2015 0:00,Male,49,Black,19133
,,,,,
PDP,8/3/2015 0:00,Male,41,Black,19120
,,,,,
PDP,2/23/2015 0:00,Male,52,Black,
,,,,,
PDP,11/19/2015 0:00,Male,45,Black,19138
,,,,,
PDP,2/4/2015 0:00,Male,50,Hispanic,19125
,,,,,
PDP,9/11/2015 0:00,Male,44,Black,19100
,,,,,
PDP,4/17/2015 0:00,Female,44,Black,19143
,,,,,
PDP,5/24/2015 0:00,Female,46,Hispanic,19111
,,,,,
PDP,2/25/2015 0:00,Female,50,Black,
,,,,,
PDP,3/26/2015 0:00,Male,43,Black,
,,,,,
State,3/27/2015 0:00,Male,45,White,19129
,,,,,
PDP,3/4/2015 0:00,Male,51,Black,19124
,,,,,
PDP,10/16/2015 0:00,Male,56,Black,
,,,,,
PDP,11/9/2015 0:00,Male,47,Black,19138
,,,,,
PDP,8/14/2015 0:00,Male,46,Black,19143
,,,,,
PDP,6/3/2015 0:00,Female,53,White,19152
,,,,,
State,5/11/2015 0:00,Male,41,Black,19142
,,,,,
PDP,7/29/2015 0:00,Female,48,Black,19143
,,,,,
PDP,7/22/2015 0:00,Female,51,White,19124
,,,,,
PDP,11/27/2015 0:00,Male,50,Black,19121
,,,,,
PDP,7/13/2015 0:00,Male,45,Other,
,,,,,
PDP,11/22/2015 0:00,Male,45,White,
,,,,,
State,6/23/2015 0:00,Male,49,Black,19142
,,,,,
PDP,3/30/2015 0:00,Male,44,Black,19146
,,,,,
PDP,8/21/2015 0:00,Male,44,Black,19104
,,,,,
PDP,5/13/2015 0:00,Male,44,Hispanic,19123
,,,,,
PDP,10/21/2015 0:00,Male,46,Black,19145
,,,,,
State,3/23/2015 0:00,Male,47,Black,19122
,,,,,
PDP,10/15/2015 0:00,Male,53,Black,19145
,,,,,
PDP,2/12/2015 0:00,Female,49,Black,19141
,,,,,
PDP,6/6/2015 0:00,Male,44,White,19151
,,,,,
PDP,2/18/2015 0:00,Male,45,Black,19131
,,,,,
PDP,3/24/2015 0:00,Male,51,White,19148
,,,,,
PDP,6/16/2015 0:00,Male,44,Black,19145
,,,,,
PDP,1/21/2015 0:00,Male,43,Black,19132
,,,,,
PDP,6/3/2015 0:00,Male,44,White,19020
,,,,,
PDP,11/2/2015 0:00,Male,43,White,19124
,,,,,
PDP,7/31/2015 0:00,Male,51,White,19154
,,,,,
State,12/20/2015 0:00,Male,47,Black,19139
,,,,,
PDP,4/27/2015 0:00,Male,45,Black,
,,,,,
PDP,6/18/2015 0:00,Male,44,White,19124
,,,,,
PDP,12/10/2015 0:00,Male,48,White,19125
,,,,,
PDP,11/4/2015 0:00,Male,44,Black,
,,,,,
PDP,1/22/2015 0:00,Male,44,Black,19139
,,,,,
State,11/30/2015 0:00,Male,44,Black,19134
,,,,,
PDP,4/9/2015 0:00,Male,44,Black,19121
,,,,,
PDP,2/3/2015 0:00,Male,51,Black,
,,,,,
PDP,3/18/2015 0:00,Male,44,Hispanic,
,,,,,
PDP,4/17/2015 0:00,Male,48,Black,19124
,,,,,
State,6/8/2015 0:00,Male,48,Hispanic,19129
,,,,,
State,10/12/2015 0:00,Male,51,Black,19132
,,,,,
PDP,7/27/2015 0:00,Male,45,Hispanic,19149
,,,,,
State,6/22/2015 0:00,Male,45,Black,19148
,,,,,
PDP,8/28/2015 0:00,Male,61,Black,19131
,,,,,
PDP,2/3/2015 0:00,Male,44,Black,
,,,,,
State,11/23/2015 0:00,Male,44,Black,19121
,,,,,
State,12/16/2015 0:00,Male,44,Black,19134
,,,,,
PDP,9/11/2015 0:00,Male,45,Black,19141
,,,,,
PDP,1/15/2015 0:00,Male,46,Black,19146
,,,,,
PDP,7/10/2015 0:00,Male,46,Black,19138
,,,,,
PDP,3/12/2015 0:00,Male,49,Black,
,,,,,
PDP,8/24/2015 0:00,Male,51,Black,19132
,,,,,
PDP,11/3/2015 0:00,Male,54,Black,19102
,,,,,
PDP,3/18/2015 0:00,Male,43,Black,19136
,,,,,
PDP,3/16/2015 0:00,Male,43,Black,19143
,,,,,
PDP,7/13/2015 0:00,Female,46,Black,19144
,,,,,
PDP,5/28/2015 0:00,Male,50,Black,19139
,,,,,
State,5/23/2015 0:00,Male,50,Black,19132
,,,,,
State,4/5/2015 0:00,Male,43,Hispanic,19133
,,,,,
State,11/5/2015 0:00,Male,45,Black,19132
,,,,,
State,3/16/2015 0:00,Male,41,Hispanic,19123
,,,,,
PDP,2/10/2015 0:00,Male,52,Black,19133
,,,,,
PDP,8/31/2015 0:00,Male,48,Hispanic,
,,,,,
PDP,3/24/2015 0:00,Male,48,Black,19151
,,,,,
PDP,8/11/2015 0:00,Male,44,Black,
,,,,,
PDP,3/18/2015 0:00,Male,49,Black,19143
,,,,,
PDP,6/9/2015 0:00,Female,58,White,19134
,,,,,
PDP,6/18/2015 0:00,Male,48,Black,19132
,,,,,
PDP,5/21/2015 0:00,Male,50,Black,19133
,,,,,
PDP,3/10/2015 0:00,Male,53,White,19124
,,,,,
PDP,9/11/2015 0:00,Female,48,Black,19139
,,,,,
PDP,1/26/2015 0:00,Male,43,Black,19143
,,,,,
PDP,4/13/2015 0:00,Male,44,Other,19142
,,,,,
PDP,11/1/2015 0:00,Male,47,Black,19134
,,,,,
PDP,4/15/2015 0:00,Female,46,Black,19131
,,,,,
PDP,8/25/2015 0:00,Male,43,Black,19144
,,,,,
State,2/13/2015 0:00,Male,44,Hispanic,19152
,,,,,
PDP,6/26/2015 0:00,Male,44,Black,19121
,,,,,
PDP,6/23/2015 0:00,Male,49,White,19114
,,,,,
State,10/25/2015 0:00,Male,44,White,19154
,,,,,
PDP,3/18/2015 0:00,Male,43,Black,19132
,,,,,
PDP,3/7/2015 0:00,Male,52,Hispanic,
,,,,,
State,7/1/2015 0:00,Male,45,Black,19140
,,,,,
PDP,11/9/2015 0:00,Male,44,Black,
,,,,,
PDP,3/1/2015 0:00,Male,43,Black,19146
,,,,,
PDP,6/8/2015 0:00,Male,43,Hispanic,
,,,,,
PDP,11/12/2015 0:00,Female,46,Black,19145
,,,,,
PDP,12/18/2015 0:00,Male,44,Black,19134
,,,,,
PDP,12/2/2015 0:00,Male,45,White,19148
,,,,,
PDP,6/8/2015 0:00,Male,44,Black,
,,,,,
PDP,7/1/2015 0:00,Male,48,Black,
,,,,,
PDP,10/1/2015 0:00,Male,46,Black,
,,,,,
PDP,6/22/2015 0:00,Male,43,White,19161
,,,,,
State,5/26/2015 0:00,Male,44,Black,19134
,,,,,
PDP,4/14/2015 0:00,Male,57,Black,19141
,,,,,
PDP,7/27/2015 0:00,Male,45,Black,19141
,,,,,
PDP,4/30/2015 0:00,Male,44,Black,19141
,,,,,
PDP,12/2/2015 0:00,Male,47,White,19124
,,,,,
State,5/26/2015 0:00,Male,44,Black,19134
,,,,,
PDP,10/8/2015 0:00,Male,53,White,19154
,,,,,
PDP,4/7/2015 0:00,Male,45,Black,19139
,,,,,
PDP,5/1/2015 0:00,Female,47,White,
,,,,,
PDP,6/19/2015 0:00,Female,47,Black,19139
,,,,,
PDP,9/12/2015 0:00,Male,45,Hispanic,19148
,,,,,
PDP,3/9/2015 0:00,Male,45,Black,19135
,,,,,
PDP,4/28/2015 0:00,Male,45,Hispanic,19140
,,,,,
State,2/6/2015 0:00,Male,44,Black,19120
,,,,,
PDP,10/20/2015 0:00,Female,55,Black,19138
,,,,,
State,3/11/2015 0:00,Male,44,Black,19141
,,,,,
PDP,8/3/2015 0:00,Female,48,Black,19145
,,,,,
PDP,5/20/2015 0:00,Male,52,Black,19145
,,,,,
PDP,7/10/2015 0:00,Male,53,Black,19121
,,,,,
PDP,2/22/2015 0:00,Male,45,Black,19146
,,,,,
PDP,11/25/2015 0:00,Female,44,Black,19145
,,,,,
PDP,5/23/2015 0:00,Male,43,White,19134
,,,,,
PDP,12/7/2015 0:00,Male,50,Black,19122
,,,,,
State,8/31/2015 0:00,Male,48,Black,19123
,,,,,
PDP,1/5/2015 0:00,Female,52,Black,19150
,,,,,
State,5/2/2015 0:00,Male,45,Black,19139
,,,,,
PDP,2/26/2015 0:00,Male,44,Black,19140
,,,,,
PDP,4/14/2015 0:00,Male,44,Black,19143
,,,,,
PDP,12/8/2015 0:00,Male,46,Black,19139
,,,,,
PDP,8/26/2015 0:00,Male,45,Black,19144
,,,,,
PDP,1/18/2015 0:00,Male,43,Black,19142
,,,,,
PDP,4/1/2015 0:00,Male,49,Hispanic,19140
,,,,,
State,12/25/2015 0:00,Male,44,Black,19139
,,,,,
State,6/15/2015 0:00,Female,49,Black,19129
,,,,,
PDP,1/2/2015 0:00,Male,49,Black,19145
,,,,,
PDP,2/19/2015 0:00,Male,48,Black,19142
,,,,,
PDP,8/7/2015 0:00,Male,44,White,19154
,,,,,
PDP,8/21/2015 0:00,Male,50,White,
,,,,,
PDP,4/2/2015 0:00,Male,44,Black,
,,,,,
PDP,12/17/2015 0:00,Male,44,Black,19143
,,,,,
PDP,3/9/2015 0:00,Male,43,Black,19134
,,,,,
PDP,3/2/2015 0:00,Male,43,Black,19103
,,,,,
PDP,8/5/2015 0:00,Female,49,Black,19140
,,,,,
PDP,5/2/2015 0:00,Male,44,Black,19134
,,,,,
PDP,3/18/2015 0:00,Male,46,Black,19134
,,,,,
PDP,1/28/2015 0:00,Male,56,Black,19131
,,,,,
PDP,4/28/2015 0:00,Female,47,Black,19146
,,,,,
PDP,7/30/2015 0:00,Male,53,Black,19121
,,,,,
PDP,7/27/2015 0:00,Male,58,White,19136
,,,,,
PDP,6/23/2015 0:00,Male,46,White,19136
,,,,,
State,8/14/2015 0:00,Male,45,Black,19139
,,,,,
State,6/15/2015 0:00,Male,44,Black,19129
,,,,,
PDP,4/10/2015 0:00,Male,44,Hispanic,19125
,,,,,
PDP,1/20/2015 0:00,Female,43,Black,
,,,,,
State,1/5/2015 0:00,Male,45,Black,19129
,,,,,
PDP,12/22/2015 0:00,Male,49,Black,19145
,,,,,
PDP,2/4/2015 0:00,Male,46,Black,19144
,,,,,
PDP,11/3/2015 0:00,Male,45,Hispanic,19134
,,,,,
PDP,8/14/2015 0:00,Male,48,Black,19139
,,,,,
State,7/20/2015 0:00,Male,44,Black,19146
,,,,,
PDP,12/11/2015 0:00,Male,47,White,19135
,,,,,
State,11/23/2015 0:00,Female,44,White,19146
,,,,,
PDP,10/7/2015 0:00,Male,52,Black,19114
,,,,,
PDP,6/18/2015 0:00,Female,46,White,19121
,,,,,
PDP,3/16/2015 0:00,Male,43,White,19154
,,,,,
State,12/11/2015 0:00,Male,44,White,19134
,,,,,
PDP,4/15/2015 0:00,Female,47,Black,19125
,,,,,
PDP,1/23/2015 0:00,Male,48,Black,19146
,,,,,
PDP,12/14/2015 0:00,Male,56,Black,19121
,,,,,
PDP,3/23/2015 0:00,Male,44,White,19154
,,,,,
PDP,3/28/2015 0:00,Male,45,Black,19132
,,,,,
PDP,12/15/2015 0:00,Male,48,White,19146
,,,,,
PDP,6/26/2015 0:00,Male,45,Black,
,,,,,
PDP,2/24/2015 0:00,Female,45,Black,19132
,,,,,
PDP,1/28/2015 0:00,Male,47,Black,
,,,,,
State,5/4/2015 0:00,Male,44,Black,19124
,,,,,
PDP,1/20/2015 0:00,Male,43,White,19124
,,,,,
PDP,11/23/2015 0:00,Male,45,Black,19134
,,,,,
PDP,4/15/2015 0:00,Male,43,Black,19133
,,,,,
PDP,2/12/2015 0:00,Male,44,Black,
,,,,,
PDP,5/12/2015 0:00,Female,48,Black,19107
,,,,,
State,3/8/2015 0:00,Male,56,Black,19140
,,,,,
PDP,6/9/2015 0:00,Male,47,Black,19143
,,,,,
PDP,2/6/2015 0:00,Male,42,White,19122
,,,,,
PDP,2/13/2015 0:00,Male,43,Hispanic,19133
,,,,,
PDP,3/19/2015 0:00,Male,43,Black,
,,,,,
PDP,7/15/2015 0:00,Male,52,Black,19150
,,,,,
PDP,5/12/2015 0:00,Male,44,Black,19119
,,,,,
PDP,2/28/2015 0:00,Male,43,Hispanic,
,,,,,
State,3/23/2015 0:00,Male,42,Hispanic,19123
,,,,,
PDP,10/31/2015 0:00,Male,48,White,19149
,,,,,
State,10/5/2015 0:00,Male,44,Black,19143
,,,,,
State,3/12/2015 0:00,Male,43,Black,19121
,,,,,
State,5/11/2015 0:00,Male,44,Black,19134
,,,,,
PDP,9/23/2015 0:00,Male,55,Black,
,,,,,
State,9/9/2015 0:00,Male,44,Black,19121
,,,,,
State,8/24/2015 0:00,Male,47,Hispanic,19129
,,,,,
PDP,10/27/2015 0:00,Male,51,White,19154
,,,,,
State,2/26/2015 0:00,Male,47,Black,19148
,,,,,
PDP,2/24/2015 0:00,Male,47,Black,19131
,,,,,
PDP,8/12/2015 0:00,Female,47,White,19134
,,,,,
PDP,11/24/2015 0:00,Male,44,Black,19141
,,,,,
PDP,1/7/2015 0:00,Male,44,Black,19100
,,,,,
PDP,2/3/2015 0:00,Female,46,Black,19142
,,,,,
PDP,5/7/2015 0:00,Male,45,Black,19141
,,,,,
PDP,4/13/2015 0:00,Male,45,Black,19150
,,,,,
PDP,10/2/2015 0:00,Male,45,Black,
,,,,,
PDP,8/21/2015 0:00,Male,43,Black,19122
,,,,,
State,9/2/2015 0:00,Male,43,Black,19142
,,,,,
PDP,5/11/2015 0:00,Male,44,Hispanic,19120
,,,,,
PDP,12/4/2015 0:00,Male,44,Black,19111
,,,,,
State,5/18/2015 0:00,Male,45,White,19134
,,,,,
State,6/8/2015 0:00,Male,43,Black,19145
,,,,,
PDP,2/18/2015 0:00,Male,46,Black,19138
,,,,,
PDP,12/1/2015 0:00,Female,52,Black,19132
,,,,,
State,8/10/2015 0:00,Male,45,Black,19141
,,,,,
PDP,9/2/2015 0:00,Female,45,Black,19134
,,,,,
PDP,10/8/2015 0:00,Male,44,Black,19121
,,,,,
PDP,11/12/2015 0:00,Female,47,Black,
,,,,,
State,5/26/2015 0:00,Male,43,Hispanic,19124
,,,,,
PDP,6/16/2015 0:00,Female,45,White,19124
,,,,,
PDP,2/2/2015 0:00,Male,43,Black,
,,,,,
PDP,4/14/2015 0:00,Female,43,Black,19144
,,,,,
State,6/22/2015 0:00,Male,45,Black,19134
,,,,,
PDP,6/2/2015 0:00,Male,44,Hispanic,19124
,,,,,
PDP,2/27/2015 0:00,Male,47,Black,
,,,,,
PDP,10/19/2015 0:00,Male,45,Hispanic,19122
,,,,,
PDP,2/2/2015 0:00,Male,43,Black,19142
,,,,,
PDP,1/16/2015 0:00,Male,44,Black,19121
,,,,,
State,2/7/2015 0:00,Male,43,Black,19121
,,,,,
State,11/5/2015 0:00,Male,43,Black,19134
,,,,,
State,1/12/2015 0:00,Female,50,Black,19132
,,,,,
PDP,3/22/2015 0:00,Female,42,Hispanic,19133
,,,,,
PDP,8/25/2015 0:00,Male,56,Black,
,,,,,
PDP,6/5/2015 0:00,Male,47,Hispanic,
,,,,,
State,5/17/2015 0:00,Male,41,Black,19138
,,,,,
PDP,6/11/2015 0:00,Male,43,Black,19140
,,,,,
State,2/16/2015 0:00,Male,43,Black,19121
,,,,,
PDP,8/5/2015 0:00,Female,44,Black,19138
,,,,,
PDP,7/19/2015 0:00,Male,58,Hispanic,19100
,,,,,
PDP,7/31/2015 0:00,Male,69,Hispanic,19132
,,,,,
State,9/26/2015 0:00,Male,48,Hispanic,19134
,,,,,
PDP,10/21/2015 0:00,Female,44,White,19111
,,,,,
PDP,3/2/2015 0:00,Male,52,Black,19131
,,,,,
State,12/28/2015 0:00,Male,44,Black,19139
,,,,,
PDP,5/6/2015 0:00,Male,46,Black,19143
,,,,,
State,8/24/2015 0:00,Male,44,Black,19129
,,,,,
PDP,5/7/2015 0:00,Male,45,Black,19124
,,,,,
State,5/18/2015 0:00,Male,43,Hispanic,19133
,,,,,
State,1/29/2015 0:00,Male,46,White,19125
,,,,,
PDP,6/21/2015 0:00,Male,43,Black,19121
,,,,,
PDP,3/24/2015 0:00,Male,50,Black,
,,,,,
PDP,5/5/2015 0:00,Male,43,Black,
,,,,,
PDP,7/1/2015 0:00,Female,52,White,19149
,,,,,
PDP,9/22/2015 0:00,Male,43,Black,
,,,,,
PDP,4/16/2015 0:00,Male,52,Hispanic,19134
,,,,,
PDP,12/1/2015 0:00,Female,50,Black,19132
,,,,,
State,9/15/2015 0:00,Male,44,Black,19132
,,,,,
PDP,4/9/2015 0:00,Male,43,White,19126
,,,,,
PDP,2/2/2015 0:00,Male,47,Black,19132
,,,,,
PDP,2/5/2015 0:00,Male,43,Hispanic,19134
,,,,,
PDP,9/23/2015 0:00,Male,60,Black,19133
,,,,,
PDP,3/18/2015 0:00,Male,40,Black,19152
,,,,,
State,5/11/2015 0:00,Male,43,Hispanic,19124
,,,,,
PDP,2/13/2015 0:00,Male,54,Black,19131
,,,,,
PDP,2/10/2015 0:00,Male,55,Black,19104
,,,,,
PDP,12/18/2015 0:00,Female,55,Black,19121
,,,,,
PDP,3/26/2015 0:00,Female,52,Black,19121
,,,,,
PDP,11/30/2015 0:00,Male,58,Hispanic,
,,,,,
PDP,2/23/2015 0:00,Male,46,Black,19144
,,,,,
PDP,8/26/2015 0:00,Male,43,Hispanic,
,,,,,
State,12/7/2015 0:00,Male,44,Black,19123
,,,,,
State,10/14/2015 0:00,Male,43,Black,19123
,,,,,
PDP,12/2/2015 0:00,Male,45,White,19149
,,,,,
State,6/29/2015 0:00,Male,44,Black,19129
,,,,,
PDP,9/29/2015 0:00,Female,44,Black,19144
,,,,,
State,7/16/2015 0:00,Male,41,Hispanic,19129
,,,,,
PDP,6/18/2015 0:00,Male,46,Black,
,,,,,
PDP,10/26/2015 0:00,Male,41,Black,19133
,,,,,
PDP,6/24/2015 0:00,Male,44,Black,19152
,,,,,
PDP,4/27/2015 0:00,Male,54,Black,19139
,,,,,
PDP,1/7/2015 0:00,Male,44,Black,19104
,,,,,
PDP,7/21/2015 0:00,Male,58,White,19135
,,,,,
PDP,1/1/2015 0:00,Male,42,Black,
,,,,,
PDP,3/25/2015 0:00,Male,44,Black,19139
,,,,,
State,8/25/2015 0:00,Male,48,Black,19134
,,,,,
PDP,10/16/2015 0:00,Male,47,Black,19104
,,,,,
PDP,4/1/2015 0:00,Male,45,Hispanic,19133
,,,,,
PDP,4/21/2015 0:00,Female,45,White,19131
,,,,,
State,4/28/2015 0:00,Male,43,Black,19121
,,,,,
PDP,4/14/2015 0:00,Female,50,Black,19143
,,,,,
PDP,4/21/2015 0:00,Male,41,Black,19146
,,,,,
PDP,9/4/2015 0:00,Female,58,White,19148
,,,,,
State,7/19/2015 0:00,Male,43,Black,19143
,,,,,
State,6/29/2015 0:00,Female,42,Black,19132
,,,,,
PDP,7/19/2015 0:00,Male,53,Black,19131
,,,,,
PDP,2/6/2015 0:00,Male,43,Black,19142
,,,,,
PDP,3/4/2015 0:00,Female,58,Black,19130
,,,,,
PDP,5/22/2015 0:00,Male,45,White,19145
,,,,,
PDP,9/17/2015 0:00,Male,52,Hispanic,19133
,,,,,
State,12/28/2015 0:00,Male,43,Black,19132
,,,,,
PDP,9/9/2015 0:00,Male,44,Black,
,,,,,
State,5/18/2015 0:00,Male,45,White,19145
,,,,,
PDP,5/11/2015 0:00,Male,44,Hispanic,19125
,,,,,
PDP,7/1/2015 0:00,Male,46,White,
,,,,,
PDP,12/11/2015 0:00,Male,45,White,19154
,,,,,
State,5/12/2015 0:00,Male,43,Black,19121
,,,,,
PDP,4/2/2015 0:00,Male,54,Black,19140
,,,,,
State,8/20/2015 0:00,Male,45,Black,19129
,,,,,
PDP,8/7/2015 0:00,Male,47,Black,
,,,,,
State,6/8/2015 0:00,Male,45,Black,19124
,,,,,
PDP,10/27/2015 0:00,Male,70,Black,
,,,,,
PDP,11/30/2015 0:00,Male,44,Hispanic,19133
,,,,,
State,2/23/2015 0:00,Male,44,Hispanic,19129
,,,,,
State,2/12/2015 0:00,Male,48,White,19129
,,,,,
PDP,1/21/2015 0:00,Male,43,Black,
,,,,,
PDP,2/13/2015 0:00,Male,50,Black,19143
,,,,,
PDP,10/1/2015 0:00,Male,44,Black,19141
,,,,,
PDP,2/11/2015 0:00,Male,43,Black,19140
,,,,,
PDP,10/9/2015 0:00,Male,43,Black,19122
,,,,,
PDP,10/10/2015 0:00,Female,49,Black,
,,,,,
State,3/23/2015 0:00,Male,44,Black,19140
,,,,,
PDP,7/20/2015 0:00,Male,48,Black,19120
,,,,,
PDP,7/1/2015 0:00,Male,50,Black,19120
,,,,,
PDP,1/9/2015 0:00,Male,51,Black,
,,,,,
PDP,8/10/2015 0:00,Male,44,Black,19132
,,,,,
State,1/20/2015 0:00,Male,47,Black,19123
,,,,,
PDP,3/24/2015 0:00,Female,44,Hispanic,19134
,,,,,
State,9/14/2015 0:00,Male,43,Black,19134
,,,,,
PDP,3/25/2015 0:00,Male,43,Black,19139
,,,,,
PDP,6/2/2015 0:00,Male,43,Hispanic,19135
,,,,,
State,9/10/2015 0:00,Male,53,Black,19120
,,,,,
PDP,9/2/2015 0:00,Male,44,Black,19145
,,,,,
PDP,12/22/2015 0:00,Male,39,Black,19121
,,,,,
PDP,9/9/2015 0:00,Male,42,Black,19132
,,,,,
PDP,5/22/2015 0:00,Male,42,Black,
,,,,,
State,9/18/2015 0:00,Male,44,Hispanic,19134
,,,,,
PDP,1/26/2015 0:00,Female,61,Black,19140
,,,,,
State,9/21/2015 0:00,Male,43,Black,19134
,,,,,
PDP,7/28/2015 0:00,Female,44,Black,19120
,,,,,
PDP,1/29/2015 0:00,Female,41,Black,19100
,,,,,
PDP,2/17/2015 0:00,Male,44,Black,19100
,,,,,
PDP,11/9/2015 0:00,Male,44,Black,19150
,,,,,
PDP,2/13/2015 0:00,Male,39,Black,19126
,,,,,
State,5/6/2015 0:00,Male,48,Black,19146
,,,,,
PDP,7/7/2015 0:00,Male,47,Black,19107
,,,,,
State,6/11/2015 0:00,Male,47,Black,19143
,,,,,
State,9/14/2015 0:00,Male,44,White,19111
,,,,,
PDP,4/22/2015 0:00,Male,51,Hispanic,
,,,,,
PDP,7/29/2015 0:00,Female,42,Black,19139
,,,,,
PDP,9/1/2015 0:00,Male,47,Black,19142
,,,,,
PDP,9/16/2015 0:00,Male,44,Black,19104
,,,,,
State,12/13/2015 0:00,Male,43,Black,19121
,,,,,
PDP,7/22/2015 0:00,Male,44,Black,19131
,,,,,
PDP,4/13/2015 0:00,Male,45,White,19010
,,,,,
PDP,4/29/2015 0:00,Male,43,White,19135
,,,,,
PDP,2/9/2015 0:00,Female,43,Black,19131
,,,,,
PDP,2/23/2015 0:00,Male,59,Black,19142
,,,,,
State,7/14/2015 0:00,Male,43,White,19124
,,,,,
PDP,11/6/2015 0:00,Male,46,Black,
,,,,,
PDP,6/13/2015 0:00,Male,45,Black,
,,,,,
State,7/20/2015 0:00,Male,45,Hispanic,19133
,,,,,
PDP,10/5/2015 0:00,Male,43,Black,19139
,,,,,
PDP,11/20/2015 0:00,Male,47,Black,19111
,,,,,
State,2/2/2015 0:00,Male,41,Black,19124
,,,,,
State,7/13/2015 0:00,Male,43,White,19116
,,,,,
State,10/19/2015 0:00,Male,46,Black,19133
,,,,,
PDP,2/9/2015 0:00,Male,44,Black,19121
,,,,,
PDP,12/20/2015 0:00,Female,46,Black,19132
,,,,,
PDP,4/24/2015 0:00,Male,46,Black,19121
,,,,,
State,6/16/2015 0:00,Male,44,Black,19142
,,,,,
PDP,1/9/2015 0:00,Male,43,White,19136
,,,,,
State,5/26/2015 0:00,Male,46,Black,19129
,,,,,
PDP,11/5/2015 0:00,Male,45,Black,19121
,,,,,
PDP,11/3/2015 0:00,Male,44,White,19149
,,,,,
State,10/11/2015 0:00,Male,49,Black,19120
,,,,,
PDP,7/27/2015 0:00,Male,44,White,19134
,,,,,
State,3/9/2015 0:00,Male,45,Black,19124
,,,,,
PDP,11/9/2015 0:00,Male,44,Black,19123
,,,,,
PDP,9/19/2015 0:00,Male,43,Black,19121
,,,,,
PDP,3/24/2015 0:00,Male,45,Black,19141
,,,,,
PDP,8/6/2015 0:00,Male,47,Black,
,,,,,
PDP,2/19/2015 0:00,Male,42,Hispanic,19134
,,,,,
State,5/11/2015 0:00,Male,43,Black,19143
,,,,,
PDP,4/23/2015 0:00,Male,44,Black,19121
,,,,,
PDP,6/24/2015 0:00,Male,45,Black,19131
,,,,,
PDP,2/9/2015 0:00,Male,43,Black,19101
,,,,,
State,3/30/2015 0:00,Male,43,Black,19130
,,,,,
PDP,8/6/2015 0:00,Male,45,Black,19143
,,,,,
PDP,3/18/2015 0:00,Male,43,White,19134
,,,,,
State,8/17/2015 0:00,Male,44,Black,19143
,,,,,
PDP,3/31/2015 0:00,Male,44,Black,
,,,,,
PDP,8/26/2015 0:00,Male,42,Black,19131
,,,,,
PDP,11/17/2015 0:00,Male,44,Black,
,,,,,
State,1/5/2015 0:00,Male,43,Black,19129
,,,,,
State,11/25/2015 0:00,Male,47,Hispanic,19140
,,,,,
PDP,10/13/2015 0:00,Male,49,White,19148
,,,,,
State,9/20/2015 0:00,Female,50,White,19135
,,,,,
PDP,7/30/2015 0:00,Male,43,Black,19140
,,,,,
PDP,12/22/2015 0:00,Male,45,Black,19143
,,,,,
PDP,3/16/2015 0:00,Male,46,Black,19140
,,,,,
PDP,12/18/2015 0:00,Male,44,Black,19140
,,,,,
PDP,2/10/2015 0:00,Female,46,Hispanic,19140
,,,,,
PDP,4/13/2015 0:00,Male,58,Black,19134
,,,,,
PDP,11/3/2015 0:00,Male,43,Hispanic,
,,,,,
PDP,8/31/2015 0:00,Male,45,Hispanic,19133
,,,,,
PDP,6/23/2015 0:00,Male,45,Black,19139
,,,,,
State,5/4/2015 0:00,Male,42,White,19115
,,,,,
